Post_ID;Platform;Hashtag;Content_Type;Region;Views;Likes;Shares;Comments;Engagement_Level
Post_2777;TikTok;#Music;Reel;India;1772246;493760;4974;31362;Low
Post_2778;Instagram;#Education;Shorts;Japan;4660917;108250;64438;46473;Low
Post_2779;YouTube;#Fashion;Post;Germany;126887;164296;64233;4209;High
Post_2780;YouTube;#Fitness;Shorts;India;3424500;479439;45234;17018;High
Post_2781;YouTube;#Gaming;Post;Germany;3895699;248131;52488;39519;Low
Post_2782;TikTok;#Comedy;Video;Japan;75475;85849;52358;44489;Medium
Post_2783;Twitter;#Viral;Post;Australia;4815367;353822;49194;24139;Medium
Post_2784;YouTube;#Dance;Video;India;3148221;85754;68644;17491;Low
Post_2785;Instagram;#Viral;Shorts;USA;3233563;150813;58386;1709;Low
Post_2786;Instagram;#Music;Tweet;Brazil;3824375;327312;21152;33353;Low
Post_2787;Instagram;#Viral;Shorts;Australia;1004552;189682;46042;10235;Medium
Post_2788;TikTok;#Fitness;Live Stream;USA;3269477;35752;21135;8550;Low
Post_2789;Instagram;#Fashion;Tweet;USA;481808;61671;7895;34339;Low
Post_2790;TikTok;#Music;Shorts;Brazil;696436;342863;72320;35891;Low
Post_2791;YouTube;#Dance;Reel;Canada;4701021;315148;11535;1792;Medium
Post_2792;YouTube;#Fitness;Live Stream;Canada;1546021;17786;66926;20602;Low
Post_2793;TikTok;#Fitness;Post;Brazil;3504067;17759;35751;7695;High
Post_2794;Instagram;#Music;Reel;UK;3816051;462424;91866;41600;High
Post_2795;YouTube;#Dance;Live Stream;India;254262;162743;48675;19106;Low
Post_2796;YouTube;#Viral;Video;UK;497552;297185;73947;641;Medium
Post_2797;YouTube;#Music;Tweet;Brazil;3225580;37018;52907;33089;Medium
Post_2798;Instagram;#Gaming;Video;Canada;4336522;340438;51068;2711;Medium
Post_2799;Twitter;#Music;Tweet;USA;3912292;422606;17064;4866;High
Post_2800;TikTok;#Education;Reel;Canada;2097593;470212;25616;38553;Low
Post_2801;Instagram;#Music;Live Stream;Japan;1922920;346738;31025;28656;Low
Post_2802;TikTok;#Fashion;Tweet;Australia;1425733;248984;28436;18316;High
Post_2803;Twitter;#Music;Live Stream;USA;580864;103465;61418;35190;High
Post_2804;YouTube;#Dance;Video;Australia;1175324;386762;41178;14302;Medium
Post_2805;Twitter;#Education;Video;Australia;3768701;155300;63361;36129;High
Post_2806;TikTok;#Challenge;Post;UK;4896941;498119;72555;17441;Medium
Post_2807;Instagram;#Tech;Live Stream;UK;706597;69502;74826;29444;Low
Post_2808;YouTube;#Viral;Live Stream;Germany;2202632;334540;11889;34157;High
Post_2809;TikTok;#Fashion;Video;India;1921116;184294;14637;49378;Low
Post_2810;YouTube;#Education;Post;Japan;1159351;420250;27287;11919;High
Post_2811;Instagram;#Challenge;Reel;UK;4402298;311108;37588;11747;Low
Post_2812;Instagram;#Fitness;Shorts;USA;4421041;282996;32876;25568;Medium
Post_2813;Twitter;#Gaming;Tweet;Canada;4695987;154844;98585;41625;High
Post_2814;TikTok;#Comedy;Post;Canada;4052947;12513;92796;34676;Medium
Post_2815;YouTube;#Viral;Shorts;UK;2529356;62626;51604;9450;High
Post_2816;Instagram;#Dance;Reel;Canada;2608658;98810;82993;34706;High
Post_2817;YouTube;#Viral;Tweet;USA;377017;45347;90037;7314;Medium
Post_2818;YouTube;#Gaming;Reel;Canada;1197713;480028;4619;28503;High
Post_2819;YouTube;#Challenge;Shorts;USA;685501;323225;86718;942;High
Post_2820;Twitter;#Fitness;Reel;USA;4546322;274686;66066;11339;Medium
Post_2821;TikTok;#Fitness;Reel;Canada;4713541;333744;29836;35318;Medium
Post_2822;Instagram;#Viral;Video;Australia;1060579;3040;27023;2492;Medium
Post_2823;Instagram;#Comedy;Live Stream;USA;410897;318387;21785;34447;High
Post_2824;Instagram;#Education;Shorts;Germany;4726108;458831;19832;13777;High
Post_2825;YouTube;#Education;Video;Brazil;770800;35563;35816;14691;High
Post_2826;Twitter;#Comedy;Video;USA;4533943;426510;48183;8972;Medium
Post_2827;YouTube;#Fitness;Video;Germany;1270412;89497;4376;37047;High
Post_2828;TikTok;#Comedy;Reel;UK;1756485;100469;98551;12449;Low
Post_2829;TikTok;#Music;Live Stream;India;2829947;427028;21324;41946;Medium
Post_2830;Instagram;#Fashion;Live Stream;UK;3243480;129261;28764;26090;High
Post_2831;Instagram;#Viral;Post;Germany;3735626;401542;46135;21504;Medium
Post_2832;Twitter;#Comedy;Shorts;Germany;4498516;43442;4784;20611;High
Post_2833;Twitter;#Comedy;Post;Canada;1618175;479812;23146;21565;Low
Post_2834;TikTok;#Viral;Live Stream;India;4451895;37935;75953;5049;Medium
Post_2835;Twitter;#Fashion;Live Stream;India;3418485;381998;46412;12524;High
Post_2836;Instagram;#Fashion;Video;Germany;4546358;102608;86881;9657;Medium
Post_2837;Instagram;#Dance;Video;Brazil;1430779;315712;1000;5052;Low
Post_2838;Instagram;#Challenge;Reel;USA;228932;378052;98315;7270;High
Post_2839;Instagram;#Fashion;Shorts;Canada;965970;292954;63900;42310;Medium
Post_2840;Instagram;#Gaming;Post;Germany;4926990;270638;91444;45562;High
Post_2841;TikTok;#Gaming;Shorts;India;669836;263122;65316;40965;Medium
Post_2842;Twitter;#Fashion;Reel;Australia;2961889;127008;56377;5965;Medium
Post_2843;YouTube;#Fitness;Tweet;Canada;4516859;6718;93371;39835;Low
Post_2844;YouTube;#Tech;Live Stream;Brazil;3707778;357641;98906;36604;Medium
Post_2845;Twitter;#Fitness;Shorts;Australia;3611304;361772;97629;18007;High
Post_2846;TikTok;#Music;Reel;USA;3313871;187673;20108;13412;Medium
Post_2847;TikTok;#Education;Reel;Brazil;3999565;142354;67251;9930;High
Post_2848;YouTube;#Dance;Shorts;USA;650479;96466;68604;9627;Low
Post_2849;Twitter;#Viral;Post;Brazil;4365247;320273;13480;21042;High
Post_2850;Instagram;#Fitness;Video;UK;202210;289749;57498;29545;High
Post_2851;Twitter;#Viral;Live Stream;UK;4066789;201905;49387;17566;High
Post_2852;YouTube;#Tech;Video;Australia;1189401;477715;32182;43920;Low
Post_2853;TikTok;#Challenge;Post;USA;2750438;214384;71731;19226;Medium
Post_2854;YouTube;#Viral;Video;Australia;540884;177369;13503;5565;High
Post_2855;Instagram;#Dance;Shorts;Germany;2100020;314357;71376;21215;High
Post_2856;TikTok;#Comedy;Live Stream;India;952111;156942;6001;23683;Medium
Post_2857;Instagram;#Viral;Shorts;Brazil;2337596;467029;77732;4729;Low
Post_2858;YouTube;#Fashion;Video;UK;1936713;220029;88576;32486;Low
Post_2859;YouTube;#Comedy;Post;Brazil;1178485;168174;81549;41849;Low
Post_2860;Twitter;#Challenge;Live Stream;UK;1738252;172464;4136;47211;Medium
Post_2861;TikTok;#Challenge;Live Stream;UK;1948873;480313;50464;32966;Medium
Post_2862;Instagram;#Education;Shorts;Japan;4440766;432244;61567;31213;Low
Post_2863;YouTube;#Fashion;Reel;Germany;1259577;417867;13002;27756;Medium
Post_2864;TikTok;#Dance;Tweet;Australia;4385439;312854;58495;30380;Medium
Post_2865;Instagram;#Viral;Reel;Australia;1831119;491782;86681;48075;High
Post_2866;YouTube;#Music;Live Stream;Japan;3899621;283580;75787;8200;Low
Post_2867;Twitter;#Viral;Video;UK;4426493;32332;47970;18676;High
Post_2868;YouTube;#Viral;Video;Brazil;2854666;173661;87934;21327;Medium
Post_2869;Instagram;#Education;Tweet;USA;2425779;288690;80963;22285;Low
Post_2870;Twitter;#Fitness;Reel;Canada;1630820;161765;88321;21591;High
Post_2871;Twitter;#Comedy;Tweet;USA;930160;202154;89158;36847;High
Post_2872;Twitter;#Viral;Live Stream;Japan;2075933;83816;4897;15213;Low
Post_2873;TikTok;#Education;Tweet;India;1871957;1256;81191;20129;Medium
Post_2874;Twitter;#Dance;Post;USA;486370;493571;78894;34860;Low
Post_2875;Instagram;#Challenge;Live Stream;Canada;701100;318884;45392;11881;Medium
Post_2876;Instagram;#Tech;Post;Canada;4367832;28067;57644;1618;High
Post_2877;Instagram;#Comedy;Reel;Germany;3972959;32049;94677;6195;Medium
Post_2878;Instagram;#Comedy;Post;Canada;4599775;330663;79218;13710;Medium
Post_2879;YouTube;#Music;Reel;India;2467372;384542;77706;4834;Medium
Post_2880;Twitter;#Gaming;Post;Brazil;819788;22786;16574;2214;Medium
Post_2881;YouTube;#Comedy;Shorts;Brazil;4515293;346046;73947;36662;Low
Post_2882;YouTube;#Education;Live Stream;USA;4548049;300048;92372;25500;High
Post_2883;TikTok;#Dance;Reel;Japan;3450680;369198;10798;15263;Medium
Post_2884;TikTok;#Music;Reel;UK;2737221;436890;74251;15461;Low
Post_2885;Twitter;#Comedy;Post;Australia;840340;454952;65380;23404;High
Post_2886;YouTube;#Education;Live Stream;Germany;3510131;3548;81158;28556;High
Post_2887;Instagram;#Gaming;Live Stream;India;1531926;391683;51624;29359;Medium
Post_2888;YouTube;#Comedy;Tweet;Australia;125076;301148;86551;48639;Low
Post_2889;YouTube;#Education;Reel;Canada;598274;76122;62694;4891;High
Post_2890;Twitter;#Education;Reel;India;464125;483645;8641;4652;Medium
Post_2891;Instagram;#Challenge;Shorts;Germany;821533;342870;79554;16318;Low
Post_2892;YouTube;#Fitness;Post;Australia;2519050;180932;12968;12148;Low
Post_2893;YouTube;#Fitness;Shorts;USA;3726359;101243;10095;43058;High
Post_2894;Instagram;#Fitness;Tweet;Brazil;3616113;50849;51541;5257;Medium
Post_2895;Twitter;#Fitness;Tweet;Canada;1826580;272598;66186;46956;Low
Post_2896;Instagram;#Viral;Live Stream;USA;670827;419802;52712;9940;Low
Post_2897;TikTok;#Gaming;Shorts;Germany;4925713;126438;93149;26192;Medium
Post_2898;Instagram;#Tech;Live Stream;Canada;4926887;377993;44337;34514;Medium
Post_2899;Instagram;#Comedy;Video;USA;2176834;489451;95563;19558;High
Post_2900;Twitter;#Music;Post;Canada;149357;282149;87637;35480;Medium
Post_2901;YouTube;#Viral;Video;Germany;1494759;175825;6072;28977;High
Post_2902;TikTok;#Comedy;Tweet;Canada;1862650;430821;70873;12179;Medium
Post_2903;TikTok;#Fashion;Live Stream;Japan;2661370;341057;24053;21815;Medium
Post_2904;Instagram;#Fashion;Tweet;Germany;3582719;222267;74127;44442;High
Post_2905;TikTok;#Challenge;Live Stream;Australia;750309;254612;13280;27574;Medium
Post_2906;Twitter;#Tech;Reel;Brazil;1212616;284049;75797;20699;Medium
Post_2907;YouTube;#Dance;Tweet;India;916759;253924;68925;30788;Low
Post_2908;Instagram;#Challenge;Live Stream;UK;4498056;491674;95872;47593;High
Post_2909;YouTube;#Viral;Reel;Australia;3323833;435817;85531;10295;Medium
Post_2910;YouTube;#Music;Shorts;India;2828967;490999;94153;16839;High
Post_2911;YouTube;#Comedy;Post;Canada;2162476;223044;6862;17678;High
Post_2912;Twitter;#Dance;Reel;UK;2363818;203582;76418;3874;High
Post_2913;YouTube;#Gaming;Video;Japan;1619481;48034;68983;7422;High
Post_2914;TikTok;#Challenge;Reel;Australia;4889698;335718;85215;14194;High
Post_2915;TikTok;#Education;Reel;USA;2506158;209749;55250;28441;Medium
Post_2916;TikTok;#Music;Live Stream;Canada;3731215;85106;40033;6545;Medium
Post_2917;TikTok;#Viral;Tweet;Germany;731415;432608;183;19906;High
Post_2918;Instagram;#Challenge;Shorts;Canada;4050217;331829;65620;38905;Medium
Post_2919;YouTube;#Fitness;Tweet;Brazil;253831;356415;95650;37240;Low
Post_2920;YouTube;#Viral;Post;Japan;2190234;240911;81339;14835;Low
Post_2921;YouTube;#Education;Tweet;Japan;3244574;246935;33822;36503;Low
Post_2922;YouTube;#Fitness;Shorts;Canada;172032;61620;79754;2201;Medium
Post_2923;Twitter;#Dance;Video;Brazil;4577055;10189;21707;32963;High
Post_2924;YouTube;#Fitness;Shorts;Australia;3437531;484792;65586;49621;Medium
Post_2925;YouTube;#Dance;Video;Japan;2454688;386172;96666;10872;Medium
Post_2926;TikTok;#Gaming;Tweet;India;3375757;368767;14499;46981;High
Post_2927;YouTube;#Gaming;Video;Canada;4214191;468817;17311;32853;Medium
Post_2928;Twitter;#Tech;Reel;Germany;4937731;271763;20030;7030;Medium
Post_2929;TikTok;#Viral;Live Stream;Germany;2360576;155459;19460;32963;Low
Post_2930;Instagram;#Education;Shorts;Germany;2757834;276600;2866;32837;Low
Post_2931;Twitter;#Education;Tweet;India;2063181;239205;91849;32228;High
Post_2932;Twitter;#Music;Reel;USA;3865376;447014;7792;24112;High
Post_2933;YouTube;#Music;Live Stream;Brazil;1541499;475565;3796;18382;Low
Post_2934;YouTube;#Comedy;Live Stream;USA;1344792;449897;18592;42691;High
Post_2935;Instagram;#Tech;Live Stream;Germany;3184440;427144;76762;16306;High
Post_2936;YouTube;#Gaming;Shorts;UK;288978;134592;30125;13424;Medium
Post_2937;YouTube;#Comedy;Shorts;Japan;2525420;342345;97958;35913;Low
Post_2938;Twitter;#Comedy;Post;UK;4674026;14183;71809;4162;Low
Post_2939;YouTube;#Tech;Reel;Brazil;3385451;448723;7234;43129;Low
Post_2940;YouTube;#Fashion;Video;Germany;4480208;192047;40789;19329;High
Post_2941;YouTube;#Comedy;Post;Australia;836115;492019;57301;31743;High
Post_2942;Instagram;#Fitness;Live Stream;Brazil;4116538;248427;78029;35739;Medium
Post_2943;TikTok;#Challenge;Tweet;Canada;1649017;231068;47895;22587;High
Post_2944;Instagram;#Education;Tweet;Brazil;3233439;234569;33026;19726;High
Post_2945;Instagram;#Fashion;Video;USA;1745859;326923;67496;2336;High
Post_2946;YouTube;#Challenge;Reel;Brazil;4540861;63459;21936;36939;Medium
Post_2947;Twitter;#Viral;Post;USA;3368920;471654;86384;1266;Medium
Post_2948;YouTube;#Viral;Live Stream;USA;779573;185117;41077;26964;High
Post_2949;Instagram;#Dance;Post;India;4669272;368176;25124;26215;Medium
Post_2950;Twitter;#Dance;Tweet;India;920290;158850;294;20188;Medium
Post_2951;TikTok;#Tech;Live Stream;Brazil;880025;262765;56763;25619;Low
Post_2952;Twitter;#Fashion;Live Stream;USA;1876032;167583;51085;16692;Low
Post_2953;YouTube;#Tech;Live Stream;Canada;4695675;332129;80070;7343;Medium
Post_2954;Instagram;#Education;Post;Australia;3909608;328265;91682;28567;High
Post_2955;Instagram;#Viral;Video;India;84988;3961;66175;7174;Low
Post_2956;TikTok;#Fashion;Shorts;Australia;4503451;199050;10299;7649;Medium
Post_2957;Instagram;#Dance;Reel;USA;3869119;243254;45272;41026;Medium
Post_2958;TikTok;#Fitness;Tweet;Japan;22280;294546;89803;22578;Medium
Post_2959;Instagram;#Fashion;Live Stream;Japan;2510654;222047;42335;18710;Low
Post_2960;TikTok;#Music;Post;USA;1004040;474058;29602;28975;High
Post_2961;Twitter;#Viral;Video;USA;281947;466399;94427;35399;Low
Post_2962;Twitter;#Gaming;Post;Canada;435189;338107;45878;11224;Low
Post_2963;TikTok;#Comedy;Video;Canada;4059525;396471;82515;13107;Low
Post_2964;Instagram;#Fashion;Tweet;USA;1454497;198979;27467;43108;High
Post_2965;Instagram;#Gaming;Video;UK;4636106;119192;74078;46366;Low
Post_2966;Instagram;#Fashion;Live Stream;Brazil;1418093;167927;21604;23507;High
Post_2967;Twitter;#Tech;Tweet;Japan;4089138;395765;32976;3225;Low
Post_2968;TikTok;#Education;Post;UK;1467996;218173;15234;44846;Low
Post_2969;Twitter;#Dance;Tweet;Germany;2628041;30963;1657;17698;Medium
Post_2970;YouTube;#Music;Tweet;Brazil;1552233;8830;83151;28302;Low
Post_2971;Instagram;#Fitness;Video;Australia;2698643;357079;83343;41222;Medium
Post_2972;YouTube;#Viral;Video;India;2386519;206625;35508;43076;High
Post_2973;TikTok;#Comedy;Video;Japan;1621403;210894;49146;22589;Low
Post_2974;YouTube;#Education;Post;Germany;528698;448340;21317;3213;Medium
Post_2975;Twitter;#Fashion;Shorts;Germany;1207774;326768;80608;35699;Medium
Post_2976;Twitter;#Comedy;Reel;Canada;1748704;64651;65798;26367;High
Post_2977;Twitter;#Education;Live Stream;Japan;3673029;40060;45803;25257;Medium
Post_2978;YouTube;#Dance;Tweet;Japan;4938141;92946;14800;6497;High
Post_2979;YouTube;#Challenge;Shorts;Germany;1211152;26691;74034;16591;High
Post_2980;TikTok;#Viral;Live Stream;Canada;3915590;342524;23634;27590;Medium
Post_2981;YouTube;#Tech;Post;Australia;1074531;215231;90702;6476;Medium
Post_2982;TikTok;#Comedy;Video;Australia;1195064;196870;16363;33596;Medium
Post_2983;TikTok;#Education;Reel;UK;3703086;451922;16393;32841;Medium
Post_2984;YouTube;#Fashion;Shorts;Brazil;1649020;404652;18178;37529;High
Post_2985;YouTube;#Gaming;Video;Brazil;2047545;362973;56321;474;Low
Post_2986;TikTok;#Fitness;Post;Australia;4222799;5510;2998;32953;Low
Post_2987;Twitter;#Fitness;Post;USA;4150659;289961;32494;9385;Medium
Post_2988;TikTok;#Dance;Video;India;3541385;349668;34580;17972;Medium
Post_2989;YouTube;#Music;Tweet;Germany;4420121;192344;32142;36860;Medium
Post_2990;Instagram;#Gaming;Reel;Australia;4401295;150497;53808;43102;Low
Post_2991;TikTok;#Gaming;Post;Canada;2990444;150822;61460;24688;High
Post_2992;Instagram;#Fitness;Shorts;UK;4023553;138648;78164;47562;Low
Post_2993;YouTube;#Fitness;Live Stream;Canada;1326359;153912;62816;20351;Low
Post_2994;TikTok;#Education;Live Stream;UK;3133284;395779;63400;32300;Low
Post_2995;Twitter;#Music;Shorts;Australia;4216827;464621;48974;29661;High
Post_2996;Twitter;#Music;Video;Australia;2594911;439273;14531;8322;Medium
Post_2997;TikTok;#Gaming;Video;Brazil;3279951;235134;43167;5780;High
Post_2998;YouTube;#Challenge;Tweet;Germany;4755094;321396;15678;49589;Low
Post_2999;TikTok;#Tech;Tweet;UK;3741009;313649;63218;9632;High
Post_3000;YouTube;#Education;Live Stream;Germany;3658157;356529;10550;28308;Medium
Post_3001;YouTube;#Dance;Video;Australia;225818;233282;45288;40116;Medium
Post_3002;Twitter;#Dance;Shorts;Australia;1691281;45464;43042;36876;High
Post_3003;Twitter;#Fashion;Video;Australia;328068;11779;42054;41258;High
Post_3004;Twitter;#Gaming;Reel;Japan;1173472;370672;58476;17196;Medium
Post_3005;Twitter;#Comedy;Live Stream;UK;3707766;27405;61214;23381;Low
Post_3006;Twitter;#Challenge;Live Stream;Japan;2195772;296432;51318;10227;High
Post_3007;YouTube;#Fashion;Video;UK;2812765;306990;16758;13945;Medium
Post_3008;YouTube;#Tech;Video;USA;1396240;453311;31644;20317;High
Post_3009;TikTok;#Viral;Post;UK;4620055;271977;90199;34506;High
Post_3010;Twitter;#Education;Tweet;USA;698996;230272;90423;36387;Low
Post_3011;Instagram;#Fitness;Tweet;Germany;4574811;234031;61405;24447;Low
Post_3012;Twitter;#Viral;Reel;India;2098847;427488;31324;38758;High
Post_3013;Twitter;#Tech;Live Stream;UK;703331;175184;57753;39627;Medium
Post_3014;YouTube;#Education;Shorts;Japan;4545018;465681;20909;13975;Low
Post_3015;Twitter;#Gaming;Tweet;Canada;1864193;357294;54233;8180;Low
Post_3016;TikTok;#Gaming;Live Stream;UK;3808549;100605;35524;44184;Low
Post_3017;Twitter;#Fashion;Tweet;UK;1072473;485342;96891;40353;Medium
Post_3018;YouTube;#Comedy;Post;UK;2036999;123731;75519;9408;High
Post_3019;Twitter;#Fashion;Tweet;USA;2416660;54359;30217;3033;High
Post_3020;YouTube;#Tech;Post;Canada;1483411;498539;58353;5140;High
Post_3021;Instagram;#Comedy;Video;India;757452;53035;57545;36097;High
Post_3022;YouTube;#Music;Reel;India;414396;155674;22830;45570;Medium
Post_3023;TikTok;#Challenge;Shorts;Germany;2526800;324376;16252;9755;Low
Post_3024;Twitter;#Dance;Post;USA;3697978;69386;12584;32219;Low
Post_3025;Instagram;#Tech;Tweet;Germany;3246752;341196;98173;49438;Medium
Post_3026;Instagram;#Gaming;Tweet;Australia;1084541;476378;7727;23253;High
Post_3027;Instagram;#Comedy;Live Stream;Germany;1576922;260556;5576;916;High
Post_3028;YouTube;#Music;Post;Japan;4162373;84336;91289;22422;Low
Post_3029;TikTok;#Challenge;Post;USA;3014494;177444;23497;31261;Low
Post_3030;TikTok;#Gaming;Shorts;Australia;3602760;403164;38202;21785;Medium
Post_3031;Instagram;#Education;Live Stream;Canada;1889280;209379;52856;26935;Medium
Post_3032;YouTube;#Music;Tweet;Germany;3072862;437084;60056;5332;Medium
Post_3033;YouTube;#Challenge;Reel;Canada;3479279;153027;85441;848;Medium
Post_3034;Instagram;#Viral;Post;India;4032339;447185;95082;4553;Low
Post_3035;TikTok;#Dance;Video;USA;3249902;319481;63705;49236;High
Post_3036;Twitter;#Tech;Reel;Australia;2198492;214761;49390;30920;High
Post_3037;Twitter;#Gaming;Shorts;USA;2428330;361844;85813;1552;High
Post_3038;TikTok;#Gaming;Video;Japan;3687223;181751;62834;14368;Medium
Post_3039;Instagram;#Fitness;Video;USA;2327036;61250;78025;36566;Low
Post_3040;Instagram;#Viral;Reel;Australia;939246;57670;81461;29497;Medium
Post_3041;Instagram;#Comedy;Video;Canada;1731012;250378;88088;45704;Medium
Post_3042;YouTube;#Viral;Tweet;India;460366;243442;29282;7463;High
Post_3043;YouTube;#Gaming;Tweet;Japan;1027066;325786;49107;28849;Medium
Post_3044;TikTok;#Tech;Tweet;Canada;1648229;1939;18355;36490;Low
Post_3045;Twitter;#Fashion;Reel;Canada;3514426;322029;93337;27289;High
Post_3046;TikTok;#Dance;Tweet;USA;4075333;483730;5918;19302;Medium
Post_3047;TikTok;#Education;Live Stream;Germany;3849113;271549;55550;30444;High
Post_3048;YouTube;#Gaming;Tweet;UK;2738867;453411;27052;32698;Low
Post_3049;YouTube;#Fashion;Shorts;UK;1358058;39790;54189;14767;High
Post_3050;TikTok;#Gaming;Reel;UK;4427514;209500;54813;398;Medium
Post_3051;Instagram;#Challenge;Live Stream;USA;3068331;454979;20223;17128;High
Post_3052;Instagram;#Music;Tweet;Canada;2528462;245856;95659;33681;High
Post_3053;Instagram;#Comedy;Post;Canada;1119674;109989;80729;8816;Medium
Post_3054;YouTube;#Fitness;Live Stream;Canada;4671503;354700;68406;4501;Low
Post_3055;TikTok;#Comedy;Shorts;Germany;2054982;281275;53337;48762;Medium
Post_3056;Twitter;#Challenge;Post;Australia;730053;338775;6525;41951;Low
Post_3057;YouTube;#Fitness;Shorts;USA;2413529;336934;57434;10139;Low
Post_3058;YouTube;#Dance;Video;Germany;391207;313055;24804;6375;Low
Post_3059;TikTok;#Challenge;Reel;India;784742;282053;19133;30108;High
Post_3060;Twitter;#Tech;Video;Germany;50092;58484;34868;16745;Medium
Post_3061;Instagram;#Challenge;Video;Brazil;277130;233783;85182;8036;Low
Post_3062;Twitter;#Education;Reel;Japan;2565436;477983;33017;27356;Medium
Post_3063;Instagram;#Fashion;Shorts;India;1592224;151107;21352;42997;Medium
Post_3064;Twitter;#Music;Tweet;Brazil;4866287;110197;97705;47593;Low
Post_3065;Twitter;#Viral;Post;Canada;2403864;196768;43069;37243;Low
Post_3066;Twitter;#Music;Live Stream;UK;30878;356573;37472;25202;Medium
Post_3067;TikTok;#Comedy;Video;Japan;170439;237078;45468;45149;Medium
Post_3068;TikTok;#Tech;Reel;India;1720905;218906;90499;10677;High
Post_3069;Instagram;#Music;Reel;Brazil;961891;487176;12329;34064;Low
Post_3070;TikTok;#Fitness;Shorts;USA;2597115;209479;59884;29309;High
Post_3071;YouTube;#Challenge;Post;UK;1817777;305112;68771;27995;Low
Post_3072;TikTok;#Comedy;Post;Germany;3736164;272497;47905;28553;Low
Post_3073;YouTube;#Education;Shorts;Australia;1690004;87806;17483;2879;High
Post_3074;YouTube;#Challenge;Tweet;UK;4217473;315841;98963;2655;Medium
Post_3075;TikTok;#Comedy;Reel;India;2283129;127849;30815;17515;Medium
Post_3076;YouTube;#Gaming;Video;Australia;2488678;87494;30237;19414;Low
Post_3077;YouTube;#Fashion;Video;Germany;3340718;351694;14602;17845;Medium
Post_3078;Twitter;#Comedy;Live Stream;UK;3827263;322588;41822;15238;Low
Post_3079;YouTube;#Fitness;Live Stream;India;3874541;325908;68520;3286;Low
Post_3080;YouTube;#Dance;Live Stream;India;4659825;163124;24416;5516;Low
Post_3081;TikTok;#Tech;Video;Australia;2056875;483813;54265;10201;Low
Post_3082;TikTok;#Challenge;Live Stream;Japan;1729099;214293;85464;23680;High
Post_3083;YouTube;#Gaming;Post;India;704858;426448;3515;6655;High
Post_3084;Instagram;#Tech;Shorts;Germany;4843527;125726;6638;10865;High
Post_3085;Twitter;#Tech;Shorts;Japan;2601129;443899;62686;24835;High
Post_3086;Twitter;#Challenge;Post;Australia;3655039;320457;90568;40721;Low
Post_3087;Twitter;#Education;Live Stream;India;3086921;424972;73584;48752;Medium
Post_3088;YouTube;#Fitness;Post;Germany;2307451;383944;11945;11701;Low
Post_3089;Instagram;#Tech;Tweet;Canada;3652853;316401;92501;7383;Low
Post_3090;Instagram;#Fitness;Post;Brazil;4548249;326779;68925;15219;Medium
Post_3091;Instagram;#Challenge;Shorts;Brazil;806577;50620;69364;17406;Medium
Post_3092;YouTube;#Comedy;Tweet;UK;3364887;358232;54348;46144;Low
Post_3093;TikTok;#Tech;Post;Australia;921025;77092;85563;8320;High
Post_3094;Instagram;#Music;Live Stream;USA;2511024;62511;61932;3768;High
Post_3095;TikTok;#Dance;Post;Australia;1428353;369192;36890;39957;Medium
Post_3096;YouTube;#Comedy;Reel;Brazil;631719;156255;51939;12258;Low
Post_3097;Instagram;#Tech;Video;Germany;3837949;316369;65626;27325;Medium
Post_3098;TikTok;#Comedy;Post;USA;4632365;54486;64779;31302;High
Post_3099;TikTok;#Tech;Shorts;USA;3651573;413842;15494;39353;Low
Post_3100;YouTube;#Education;Tweet;Canada;774578;311832;3147;24107;Low
Post_3101;TikTok;#Comedy;Video;Canada;660799;409848;69179;3207;Medium
Post_3102;Instagram;#Dance;Live Stream;Canada;156951;408508;7362;30622;Medium
Post_3103;Instagram;#Fitness;Live Stream;UK;3159453;460909;52610;20708;Medium
Post_3104;YouTube;#Comedy;Live Stream;Germany;1873915;167714;51035;35133;High
Post_3105;YouTube;#Education;Shorts;Canada;4702260;323545;45684;349;High
Post_3106;Twitter;#Gaming;Post;Japan;2696076;362958;35443;119;Low
Post_3107;Instagram;#Fitness;Tweet;USA;1659996;78744;84042;26271;Medium
Post_3108;TikTok;#Music;Video;India;244108;178981;59828;38033;High
Post_3109;Twitter;#Challenge;Live Stream;Brazil;2883752;89502;34959;36742;Medium
Post_3110;Twitter;#Gaming;Shorts;Germany;4881343;357046;19469;1895;Low
Post_3111;Instagram;#Music;Reel;Australia;3133920;214076;33445;23364;High
Post_3112;YouTube;#Gaming;Tweet;Brazil;120859;67805;15753;43999;High
Post_3113;Instagram;#Education;Tweet;Brazil;4099154;220498;25835;8876;High
Post_3114;TikTok;#Music;Reel;USA;204127;148559;99873;30671;Medium
Post_3115;TikTok;#Gaming;Shorts;Japan;145648;281353;78187;26268;Low
Post_3116;TikTok;#Dance;Post;USA;2595241;216875;43249;18265;High
Post_3117;TikTok;#Education;Shorts;Australia;2285478;448515;41351;13176;Medium
Post_3118;YouTube;#Education;Tweet;Canada;4948346;102881;79443;33466;Medium
Post_3119;Instagram;#Fashion;Live Stream;Australia;4588344;458754;69225;2083;Medium
Post_3120;TikTok;#Education;Live Stream;Brazil;3053446;220668;9671;40811;Medium
Post_3121;TikTok;#Fashion;Live Stream;Germany;1730197;376526;25378;36469;Medium
Post_3122;YouTube;#Viral;Post;USA;4221571;230408;7039;37994;Medium
Post_3123;YouTube;#Music;Tweet;UK;3762415;245867;62399;19589;Low
Post_3124;TikTok;#Education;Post;UK;4646868;359508;120;34944;Medium
